ID_Cliente|ID_Documento|Fecha_Registro|Segmento|Tipo_Cliente|Nombre1|Nombre2|Apellido_Paterno|Apellido_Materno|Fecha_Nacimiento|Email|Telefono|Nombre_Contacto|Tipo_Documento|Numero_Documento|Direccion|Direccion_2|Distrito|Provincia|Departamento|Pais|'Fuente|Fecha_Inicio|Fecha_Fin|Codigo_Producto|Producto|Modelo|IMEI|IMEI2|Contrato|Estado|Codigo_Transaccion|Sucursal|Codigo_Sucursal|Exonerado
68569|DOC825|2024-08-04|Basic|Persona Natural|Beth|Lori|Hicks|Green|2005-06-28|lopezkevin@velasquez.com|558-434-8957x1913|Tara Bradley|RUC|43085417938|010 Douglas Corners|Apt. 118|Whitefurt|Lima|Lima|Perú|Tienda|2023-03-31|2025-01-19|PRD600|Laptop|ZPhone|125365420164632||C-202209|Pendiente|TXN779|South Juan|023|No
31038|DOC259|2023-05-25|Standard|Persona Natural|Renee||Miller|Brown|1992-10-17|collinmorgan@gonzalez.com|478-126-0515x74657|Kevin Henderson|DNI|38336267|3013 Tiffany Camp||North Lindsey|Lima|Lima|Perú|Tienda|2024-05-01|2025-02-24|PRD369|Tablet|ZBook|494951204527772||C-202209|Pendiente|TXN988|Thomasburgh|014|No
87579|DOC774|2024-05-17|Basic|Empresa|Thomas||Robinson|King|1961-02-14|stevenwolf@perez.com|(545)370-1776|Jeff Bowman|RUC|40434088767|9812 Fitzgerald Locks Apt. 508|Apt. 728|Marksmouth|Lima|Lima|Perú|Online|2023-08-07|2025-03-01|PRD944|Smartphone|TabMax|525214810217499|351168630597418|C-202202|Pendiente|TXN794|New Jameshaven|042|No
18366|DOC370|2024-07-13|Standard|Empresa|Eric||Jackson|Harper|1955-09-21|uharding@gmail.com|+1-404-419-2264x81005|Bryan Smith|DNI|7927500|380 Lopez Hollow|Suite 421|New Connorview|Lima|Lima|Perú|Online|2024-06-12|2025-07-07|PRD119|Smartwatch|XPhone|340242190463004|62357514736529|C-202206|Activo|TXN588|Edwardsborough|038|Sí
47898|DOC488|2023-06-17|Standard|Persona Natural|Crystal|Megan|Anderson|Jenkins|1968-02-05|margaret22@benitez-dunn.net|001-938-693-5741x319|Dawn Santiago|DNI|86321399|374 Crystal Parkway|Suite 440|Blakehaven|Lima|Lima|Perú|Online|2022-12-19|2023-06-04|PRD486|Tablet|TabMax|800883157340336||C-202209|Pendiente|TXN652|Port Jayview|069|Sí
50388|DOC355|2023-01-12|Basic|Persona Natural|Colin|Glenn|Nguyen|Rhodes|1974-08-01|qwilliams@turner.com|558-707-8796x699|Tyler Hurst|RUC|42978771245|0092 Tonya River|Apt. 021|Lake Justinton|Lima|Lima|Perú|Tienda|2024-06-03|2025-08-21|PRD580|Smartphone|ZPhone|997458108600153|703595264422003|C-202208|Pendiente|TXN230|North Christopherton|047|Sí
81508|DOC846|2023-09-15|Standard|Persona Natural|Sharon|Deborah|Collins|Thompson|1987-01-25|rhonda70@adams-webb.com|112-557-9223|Amy Hudson|DNI|86075847|1616 Bryan Ville Apt. 263||Chadville|Lima|Lima|Perú|Tienda|2024-06-28|2024-09-25|PRD929|Tablet|TabMax|461667413069834||C-202205|Activo|TXN991|Cherylstad|069|Sí
76304|DOC414|2024-07-29|Standard|Empresa|Robert|Elaine|Fernandez|Craig|2003-07-19|gabriel07@yahoo.com|(115)854-3616x05866|Jennifer Underwood|RUC|34092420522|731 James Lights Suite 370|Apt. 669|Harrellland|Lima|Lima|Perú|Tienda|2023-08-23|2024-09-09|PRD895|Smartphone|TabMax|93390553832423|921978086089731|C-202207|Activo|TXN225|South Marissa|059|Sí
68096|DOC293|2024-01-05|Premium|Persona Natural|Jeremiah||Shelton|Lambert|1959-07-05|christopher27@yahoo.com|(644)973-8768x84043|Russell Martinez|RUC|12343750516|986 Cervantes Ranch Suite 264|Apt. 561|West Rodneyfort|Lima|Lima|Perú|Online|2023-07-22|2025-04-18|PRD787|Smartwatch|XPhone|873864421965791||C-202204|Pendiente|TXN370|West Carolview|030|No
23656|DOC237|2023-05-16|Basic|Persona Natural|Adriana||Kim|Rivera|1954-03-20|darlenestanley@hotmail.com|6617175196|Kim Jones|RUC|38116045969|040 Aguirre Ports|Apt. 270|Lake Anntown|Lima|Lima|Perú|Online|2024-09-13|2025-01-22|PRD234|Laptop|TabPro|66571969086829||C-202201|Activo|TXN621|New Johnfort|055|Sí
72802|DOC718|2023-11-28|Premium|Empresa|Amber||Hughes|Reyes|1977-04-05|xlindsey@oliver.com|+1-043-409-4217x4743|Michelle Kirk|RUC|29266454809|63989 Wood Wall Apt. 089|Suite 655|East Sydneyton|Lima|Lima|Perú|Online|2022-09-26|2025-04-22|PRD379|Smartwatch|ZBook|385536002403858|737321539448159|C-202207|Activo|TXN643|Port Michael|078|Sí
52651|DOC345|2024-08-09|Premium|Persona Natural|James|Stephanie|Adkins|Jones|1996-03-04|braunbenjamin@hotmail.com|6082445810|Hannah Erickson|RUC|97728263134|386 James Walks Apt. 499|Apt. 497|Morrisonstad|Lima|Lima|Perú|Online|2023-10-02|2024-02-21|PRD328|Smartphone|TabPro|935589183622687|312705451982762|C-202211|Activo|TXN239|Timothyport|078|Sí
93119|DOC273|2023-02-18|Premium|Empresa|Eric|Matthew|Lopez|Hammond|1958-01-06|ityler@williams-perez.com|+1-026-602-4190x9344|John Taylor|RUC|39974695223|2551 Newton Common|Suite 583|Hartmanborough|Lima|Lima|Perú|Tienda|2023-02-28|2024-05-18|PRD354|Laptop|WatchMax|580247857814288|677951024235858|C-202208|Pendiente|TXN499|Greenberg|002|Sí
83407|DOC301|2023-06-04|Basic|Persona Natural|Amanda||Williams|Acevedo|1967-06-29|maria16@montes-watkins.com|958.251.7715|Dominique Neal|DNI|26029778|38741 William Spur Apt. 804||Lake Monicaborough|Lima|Lima|Perú|Online|2023-08-28|2025-07-18|PRD721|Smartphone|TabPro|839845754615587|805195939037181|C-202205|Pendiente|TXN943|Hernandezland|029|Sí
99689|DOC166|2024-08-08|Basic|Empresa|William|Jesus|Fleming|Shepherd|1989-01-19|rebeccadouglas@hotmail.com|625.292.4469x342|Austin Lewis|RUC|11052798513|806 Rachel Knolls|Apt. 505|South Cody|Lima|Lima|Perú|Tienda|2023-08-14|2024-08-13|PRD623|Tablet|XPhone|467478900780736||C-202207|Pendiente|TXN131|Williamsville|002|Sí
53376|DOC968|2024-02-18|Premium|Persona Natural|Anthony|Mary|Harvey|Franklin|1975-06-27|larryshannon@graves.com|507-391-8958|Kim Harris|RUC|26072348907|9779 Brown Parkway|Suite 986|North Helenfort|Lima|Lima|Perú|Tienda|2023-08-28|2024-04-13|PRD132|Smartwatch|ZPhone|680350611370182|304950095505279|C-202210|Activo|TXN468|West Brian|036|Sí
31006|DOC553|2023-10-07|Basic|Persona Natural|Melanie|Gary|Mcknight|Ross|1967-11-10|jennifer21@mitchell.info|757.727.7443|Kenneth Martin|RUC|45368245812|2865 Lewis Corners Suite 390|Suite 053|Lake Peter|Lima|Lima|Perú|Online|2023-07-05|2023-12-29|PRD348|Tablet|ZBook|408641159757094|587720577398052|C-202202|Pendiente|TXN713|North Garyfort|017|Sí
87749|DOC169|2023-01-03|Standard|Persona Natural|Taylor||Sullivan|Hensley|1998-08-27|bmartinez@yahoo.com|1873297809|Brenda Kerr|RUC|6934425844|1434 Adams Ridges Suite 126|Apt. 610|Lake Michaelview|Lima|Lima|Perú|Online|2023-07-17|2024-06-27|PRD904|Laptop|XPhone|460350667516515|574728822638431|C-202212|Pendiente|TXN428|North Andrew|007|Sí
49549|DOC320|2023-12-22|Premium|Empresa|Michael||Moore|Adams|1987-02-09|woodsgilbert@yahoo.com|207.874.0246x941|Christopher Olson|DNI|36241854|807 William Burgs||West Tiffanyland|Lima|Lima|Perú|Online|2024-02-05|2025-08-20|PRD800|Laptop|ZPhone|589488820650224||C-202209|Pendiente|TXN640|New Lucaschester|080|No
23223|DOC501|2024-06-05|Premium|Empresa|Miranda||Braun|Villarreal|1966-08-18|gary11@yahoo.com|+1-570-246-7803x030|Taylor Hernandez|RUC|31172975457|71825 Samantha Walks Suite 319|Apt. 183|Butlertown|Lima|Lima|Perú|Online|2023-07-11|2024-01-05|PRD527|Smartwatch|ZBook|314197211120619|393691959701249|C-202211|Activo|TXN402|Smithmouth|054|No
33096|DOC390|2023-10-26|Basic|Persona Natural|Chelsea|Glenda|Perkins|Hamilton|1977-10-17|tony71@gmail.com|001-354-610-7158x5198|Lori House|RUC|75880641837|9974 Jensen Square Suite 953|Apt. 308|West Samanthastad|Lima|Lima|Perú|Tienda|2023-10-15|2023-11-23|PRD954|Tablet|ZPhone|626407247536009||C-202212|Pendiente|TXN361|New Isaacmouth|016|Sí
77795|DOC616|2023-10-31|Premium|Persona Natural|Laura|Linda|Jones|Smith|1997-10-10|angela32@gmail.com|001-121-228-6941|Jaime Miller|RUC|41197461677|364 Elizabeth Freeway Apt. 946|Apt. 713|Port Susan|Lima|Lima|Perú|Online|2023-12-30|2024-06-09|PRD961|Laptop|XPhone|465465349823735|453681733409058|C-202206|Pendiente|TXN973|New Susanchester|027|No
46656|DOC732|2023-08-15|Premium|Empresa|Michael|Gene|Small|Harrell|1995-11-11|mortega@jones-alvarez.net|001-111-912-8608|Nicholas Hanson|DNI|29084411|5541 Gallegos Shoals Suite 183|Apt. 958|Lawrencefort|Lima|Lima|Perú|Online|2024-04-29|2025-06-19|PRD229|Smartphone|XPhone|433678729317792||C-202205|Activo|TXN560|Whiteborough|051|Sí
22005|DOC873|2024-05-19|Basic|Persona Natural|Francisco||Tucker|Fitzpatrick|1960-05-24|whernandez@gmail.com|4481227939|Christopher Nixon|RUC|60518904883|9995 Valerie Plains Suite 809||East Gina|Lima|Lima|Perú|Tienda|2022-10-11|2023-04-01|PRD456|Laptop|XPhone|800584911707956|570849214771329|C-202207|Pendiente|TXN148|East Jerryview|044|Sí
27666|DOC451|2024-06-16|Premium|Persona Natural|Dean||Burke|Wiley|1984-03-27|gregorymeredith@hotmail.com|9735740484|Lisa Sims|RUC|13917703288|096 Jeremy Lock Apt. 907||Port Amy|Lima|Lima|Perú|Online|2023-02-24|2024-06-16|PRD909|Smartwatch|ZPhone|748250019662691||C-202212|Pendiente|TXN853|Camposland|054|Sí
76505|DOC862|2023-04-21|Basic|Persona Natural|Thomas|James|Williams|Brown|1977-01-04|julia37@price.com|001-067-080-2805x6873|Ms. Nicole Carter|DNI|50001619|95901 Paula Garden||Walshtown|Lima|Lima|Perú|Online|2024-05-28|2025-03-27|PRD319|Smartwatch|ZPhone|927899530572269|369520851509080|C-202211|Pendiente|TXN568|North Melanie|082|Sí
84346|DOC721|2022-11-27|Premium|Empresa|Tyler||Nguyen|Wiley|1979-10-13|rodriguezamanda@spencer.com|813-406-6336x18868|Patricia Johnson|RUC|75450978145|15270 Jessica Ford|Apt. 052|Taylorhaven|Lima|Lima|Perú|Online|2023-11-09|2023-12-23|PRD264|Smartphone|XPhone|874254988275082|611423927198990|C-202206|Pendiente|TXN767|Hannahfort|005|No
34233|DOC297|2023-07-19|Basic|Persona Natural|Mary||Brown|Moon|1982-01-09|petersonapril@gmail.com|129-675-6495|Jennifer Rose|DNI|41918513|84267 Hernandez Road|Apt. 795|North Victor|Lima|Lima|Perú|Online|2023-07-01|2025-07-14|PRD632|Smartphone|TabPro|13931180345888||C-202212|Activo|TXN309|Franciscoview|022|Sí
53004|DOC612|2023-11-28|Standard|Empresa|Kyle||Boyd|Collins|1999-03-05|jenniferarroyo@gmail.com|122-058-6717x3871|Michael Jones|RUC|15233239506|58463 Brandon Shore|Suite 334|Jordanton|Lima|Lima|Perú|Tienda|2023-12-09|2024-09-07|PRD153|Smartphone|ZBook|50372559631124|911960770953638|C-202203|Activo|TXN330|Estestown|028|Sí
68499|DOC890|2024-05-23|Basic|Persona Natural|Kathleen|Tracy|Williams|Rodriguez|1989-09-18|randallmcfarland@gmail.com|+1-999-720-4905x74004|Julie Vazquez|RUC|33654191754|498 Medina Square|Suite 223|East Loriborough|Lima|Lima|Perú|Online|2023-09-06|2024-07-14|PRD704|Smartwatch|TabMax|792628239084883||C-202203|Pendiente|TXN466|East Charles|030|Sí
